X,Z
440.320754716981,-24.1320754716981
414.509433962264,-28.2075471698113
371.716981132075,-40.4339622641509
335.716981132075,-51.3018867924528
300.396226415094,-66.2452830188679
266.433962264151,-84.5849056603774
231.792452830189,-105.641509433962
201.22641509434,-128.056603773585
440.320754716981,-295.150943396226
