X,Z
451.922452369283,-18.8163906810036
412.342997172151,-23.3832508960573
374.285828713369,-32.5169713261649
342.317807207993,-43.1729784946236
301.216065272509,-53.8289856630824
235.757735523405,-72.0964265232975
193.13370684957,-96.4530143369176
147.465104699032,-128.421035842294
112.452509716954,-158.866770609319
800.526115451721,-729.724297491039
